id,timestamp,x,y
1,2280,308,360
1,2309,309,360
1,2339,308,359
1,2340,310,358
1,2370,309,358
1,2370,311,357
1,2400,310,356
1,2400,310,355
1,2430,311,354
1,2430,312,353
1,2460,312,352
1,2460,313,351
1,2490,314,350
1,2490,314,349
1,2519,315,348
1,2550,316,347
1,2550,316,345
1,2579,317,344
1,2579,317,343
1,2639,318,342
1,2639,318,341
1,2640,319,340
1,2640,319,339
1,2670,320,338
1,2670,320,337
1,2700,320,336
1,2700,321,334
1,2730,321,332
1,2760,322,331
1,2790,323,329
1,2790,324,327
1,2790,324,325
1,2819,325,323
1,2820,326,321
1,2850,327,319
1,2850,328,317
1,2880,329,315
1,2880,329,312
1,2909,330,310
1,2909,331,309
1,2940,332,306
1,2940,333,304
1,2969,332,302
1,3000,333,300
1,3000,334,298
1,3031,335,296
1,3031,336,294
1,3060,336,291
1,3060,337,289
1,3089,338,287
1,3089,339,284
1,3120,339,282
1,3120,340,280
1,3150,340,277
1,3150,341,275
1,3180,340,272
1,3180,341,271
1,3209,341,267
1,3240,341,265
1,3240,342,263
1,3270,342,260
1,3270,343,257
1,3307,343,255
1,3307,343,252
1,3330,344,249
1,3360,344,246
1,3360,344,243
1,3360,344,239
1,3389,344,236
1,3420,344,232
1,3420,344,229
1,3450,343,226
1,3450,343,223
1,3479,342,219
1,3479,342,216
1,3509,342,212
1,3509,342,209
1,3540,341,206
1,3569,341,203
1,3569,339,199
1,3600,339,196
1,3600,338,193
1,3629,338,190
1,3630,337,187
1,3689,336,184
1,3689,336,181
1,3689,335,178
1,3690,333,175
1,3719,332,172
1,3749,331,170
1,3749,330,167
1,3779,329,163
1,3779,328,160
1,3809,327,158
1,3809,325,155
1,3839,323,152
1,3839,322,150
1,3869,321,147
1,3870,321,145
1,3900,320,142
1,3930,319,140
1,3930,317,138
1,3960,315,136
1,3960,316,134
1,3990,313,132
1,3990,312,130
1,4019,311,129
1,4019,311,127
1,4049,310,126
1,4049,310,125
1,4078,309,124
1,4110,309,124
1,4110,309,123
1,4199,308,123
1,4230,309,123
1,4259,307,123
1,4290,309,123
1,4290,309,123
1,4319,309,123
1,4349,309,123
1,4349,309,123
1,4409,309,123
1,4438,309,123
1,4439,309,123
1,4468,309,123
1,4498,309,123
1,4530,309,123
1,4560,309,123
1,4560,308,123
1,4588,309,123
1,4619,309,123
1,4651,309,123
1,4651,308,123
1,4685,309,123
1,4686,309,123
1,4740,308,123
